booking_id,customer_id,service_id,customer_name,phone,email,payment_status,payment_id,payment_amount,payment_method,customer_rating,scheduled_date,payment_date,payment_delays
72,26,3,Judy Baker,838347382,judybaker@gmail.com,COMPLETED,95.0,300.0,Cash,3.0,2026-03-21 14:24:20,2026-06-26 04:46:02,96.0
76,36,2,Jeffrey Chavez,832191361,jeffreychavez@gmail.com,COMPLETED,96.0,220.0,Cash,1.0,2026-02-06 07:46:58,2026-08-11 21:50:48,186.0
76,36,2,Jeffrey Chavez,832191361,jeffreychavez@gmail.com,COMPLETED,96.0,220.0,Cash,1.0,2026-02-06 07:46:58,2026-08-11 21:50:48,186.0
79,48,1,Shane Henderson,733158692,shanehenderson@gmail.com,COMPLETED,30.0,150.0,Card,5.0,2026-02-16 16:03:05,2026-02-18 16:25:11,2.0
79,48,1,Shane Henderson,733158692,shanehenderson@gmail.com,COMPLETED,30.0,150.0,Card,5.0,2026-02-16 16:03:05,2026-02-18 16:25:11,2.0
79,48,1,Shane Henderson,733158692,shanehenderson@gmail.com,COMPLETED,97.0,150.0,Card,5.0,2026-02-16 16:03:05,2026-08-16 07:44:13,180.0
79,48,1,Shane Henderson,733158692,shanehenderson@gmail.com,COMPLETED,97.0,150.0,Card,5.0,2026-02-16 16:03:05,2026-08-16 07:44:13,180.0
82,14,3,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,31.0,300.0,Transfer,4.0,2026-02-21 22:39:39,2026-02-23 23:01:45,2.0
82,14,3,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,31.0,300.0,Transfer,4.0,2026-02-21 22:39:39,2026-02-23 23:01:45,2.0
82,14,3,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,98.0,300.0,Transfer,4.0,2026-02-21 22:39:39,2026-07-30 07:16:18,158.0
82,14,3,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,98.0,300.0,Transfer,4.0,2026-02-21 22:39:39,2026-07-30 07:16:18,158.0
86,16,3,Brian Ramirez,798480184,brianramirez@gmail.com,COMPLETED,99.0,300.0,Card,1.0,2026-02-21 02:05:10,2026-07-18 07:36:07,147.0
86,16,3,Brian Ramirez,798480184,brianramirez@gmail.com,COMPLETED,99.0,300.0,Card,1.0,2026-02-21 02:05:10,2026-07-18 07:36:07,147.0
87,45,3,Angelica Tucker,762427868,angelicatucker@gmail.com,COMPLETED,100.0,300.0,Cash,5.0,2026-03-01 09:48:33,2026-07-13 22:02:06,134.0
87,45,3,Angelica Tucker,762427868,angelicatucker@gmail.com,COMPLETED,100.0,300.0,Cash,5.0,2026-03-01 09:48:33,2026-07-13 22:02:06,134.0
88,18,2,Derek Zuniga,728148932,derekzuniga@gmail.com,COMPLETED,34.0,220.0,Card,5.0,2026-02-16 10:54:32,2026-02-18 11:16:38,2.0
88,18,2,Derek Zuniga,728148932,derekzuniga@gmail.com,COMPLETED,34.0,220.0,Card,5.0,2026-02-16 10:54:32,2026-02-18 11:16:38,2.0
88,18,2,Derek Zuniga,728148932,derekzuniga@gmail.com,COMPLETED,101.0,220.0,Card,5.0,2026-02-16 10:54:32,2026-07-09 10:21:55,142.0
88,18,2,Derek Zuniga,728148932,derekzuniga@gmail.com,COMPLETED,101.0,220.0,Card,5.0,2026-02-16 10:54:32,2026-07-09 10:21:55,142.0
90,24,3,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,102.0,300.0,Cash,3.0,2026-02-10 22:39:11,2026-07-10 18:35:07,149.0
90,24,3,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,102.0,300.0,Cash,3.0,2026-02-10 22:39:11,2026-07-10 18:35:07,149.0
91,26,1,Judy Baker,838347382,judybaker@gmail.com,COMPLETED,103.0,150.0,Card,5.0,2026-03-17 12:39:10,2026-07-13 09:20:01,117.0
91,26,1,Judy Baker,838347382,judybaker@gmail.com,COMPLETED,103.0,150.0,Card,5.0,2026-03-17 12:39:10,2026-07-13 09:20:01,117.0
95,29,2,Zachary Hicks,761333872,zacharyhicks@gmail.com,COMPLETED,104.0,220.0,Transfer,5.0,2026-02-28 20:54:59,2026-08-01 23:49:02,154.0
95,29,2,Zachary Hicks,761333872,zacharyhicks@gmail.com,COMPLETED,104.0,220.0,Transfer,5.0,2026-02-28 20:54:59,2026-08-01 23:49:02,154.0
96,15,1,Dylan Miller,722691669,dylanmiller@gmail.com,COMPLETED,38.0,150.0,Card,5.0,2026-03-07 00:13:47,2026-03-09 00:35:53,2.0
96,15,1,Dylan Miller,722691669,dylanmiller@gmail.com,COMPLETED,38.0,150.0,Card,5.0,2026-03-07 00:13:47,2026-03-09 00:35:53,2.0
96,15,1,Dylan Miller,722691669,dylanmiller@gmail.com,COMPLETED,105.0,150.0,Card,5.0,2026-03-07 00:13:47,2026-07-20 07:09:11,135.0
96,15,1,Dylan Miller,722691669,dylanmiller@gmail.com,COMPLETED,105.0,150.0,Card,5.0,2026-03-07 00:13:47,2026-07-20 07:09:11,135.0
99,25,1,Matthew Foster,730103105,matthewfoster@gmail.com,COMPLETED,39.0,150.0,Card,5.0,2026-02-04 00:23:23,2026-02-06 00:45:29,2.0
99,25,1,Matthew Foster,730103105,matthewfoster@gmail.com,COMPLETED,39.0,150.0,Card,5.0,2026-02-04 00:23:23,2026-02-06 00:45:29,2.0
99,25,1,Matthew Foster,730103105,matthewfoster@gmail.com,COMPLETED,106.0,150.0,Card,5.0,2026-02-04 00:23:23,2026-08-03 02:17:22,180.0
99,25,1,Matthew Foster,730103105,matthewfoster@gmail.com,COMPLETED,106.0,150.0,Card,5.0,2026-02-04 00:23:23,2026-08-03 02:17:22,180.0
100,7,2,Abigail Shaffer,749593103,abigailshaffer@gmail.com,COMPLETED,107.0,220.0,Cash,2.0,2026-02-14 09:42:40,2026-08-11 06:16:37,177.0
100,7,2,Abigail Shaffer,749593103,abigailshaffer@gmail.com,COMPLETED,107.0,220.0,Cash,2.0,2026-02-14 09:42:40,2026-08-11 06:16:37,177.0
101,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,108.0,220.0,Cash,2.0,2026-03-16 23:06:36,2026-06-27 07:22:48,102.0
101,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,108.0,220.0,Cash,2.0,2026-03-16 23:06:36,2026-06-27 07:22:48,102.0
103,1,2,Allison Hill,830433218,allisonhill@gmail.com,COMPLETED,109.0,220.0,Cash,3.0,2026-02-15 23:15:35,2026-08-09 19:11:09,174.0
103,1,2,Allison Hill,830433218,allisonhill@gmail.com,COMPLETED,109.0,220.0,Cash,3.0,2026-02-15 23:15:35,2026-08-09 19:11:09,174.0
105,8,3,Gina Moore,741316475,ginamoore@gmail.com,COMPLETED,110.0,300.0,Card,1.0,2026-03-04 01:21:02,2026-08-06 17:12:13,155.0
105,8,3,Gina Moore,741316475,ginamoore@gmail.com,COMPLETED,110.0,300.0,Card,1.0,2026-03-04 01:21:02,2026-08-06 17:12:13,155.0
106,24,1,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,44.0,150.0,Transfer,5.0,2026-03-19 02:45:27,2026-03-21 03:07:33,2.0
106,24,1,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,44.0,150.0,Transfer,5.0,2026-03-19 02:45:27,2026-03-21 03:07:33,2.0
106,24,1,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,111.0,150.0,Transfer,5.0,2026-03-19 02:45:27,2026-07-15 08:22:07,118.0
106,24,1,Tommy Walter,731509839,tommywalter@gmail.com,COMPLETED,111.0,150.0,Transfer,5.0,2026-03-19 02:45:27,2026-07-15 08:22:07,118.0
108,17,1,Holly Wood,761462704,hollywood@gmail.com,COMPLETED,45.0,150.0,Cash,1.0,2026-02-25 14:32:25,2026-02-27 14:54:31,2.0
108,17,1,Holly Wood,761462704,hollywood@gmail.com,COMPLETED,45.0,150.0,Cash,1.0,2026-02-25 14:32:25,2026-02-27 14:54:31,2.0
108,17,1,Holly Wood,761462704,hollywood@gmail.com,COMPLETED,112.0,150.0,Cash,1.0,2026-02-25 14:32:25,2026-07-23 11:39:23,147.0
108,17,1,Holly Wood,761462704,hollywood@gmail.com,COMPLETED,112.0,150.0,Cash,1.0,2026-02-25 14:32:25,2026-07-23 11:39:23,147.0
113,5,3,Cristian Santos,761161559,cristiansantos@gmail.com,COMPLETED,113.0,300.0,Cash,1.0,2026-01-30 06:51:42,2026-07-02 21:59:01,153.0
113,5,3,Cristian Santos,761161559,cristiansantos@gmail.com,COMPLETED,113.0,300.0,Cash,1.0,2026-01-30 06:51:42,2026-07-02 21:59:01,153.0
116,41,3,Paula Moreno,833542784,paulamoreno@gmail.com,COMPLETED,47.0,300.0,Card,3.0,2026-02-05 07:10:24,2026-02-07 07:32:30,2.0
116,41,3,Paula Moreno,833542784,paulamoreno@gmail.com,COMPLETED,47.0,300.0,Card,3.0,2026-02-05 07:10:24,2026-02-07 07:32:30,2.0
116,41,3,Paula Moreno,833542784,paulamoreno@gmail.com,COMPLETED,114.0,300.0,Card,3.0,2026-02-05 07:10:24,2026-07-18 23:19:22,163.0
116,41,3,Paula Moreno,833542784,paulamoreno@gmail.com,COMPLETED,114.0,300.0,Card,3.0,2026-02-05 07:10:24,2026-07-18 23:19:22,163.0
127,37,2,Sherri Baker,739909169,sherribaker@gmail.com,COMPLETED,115.0,220.0,Cash,5.0,2026-03-16 04:08:14,2026-08-11 07:30:41,148.0
127,37,2,Sherri Baker,739909169,sherribaker@gmail.com,COMPLETED,115.0,220.0,Cash,5.0,2026-03-16 04:08:14,2026-08-11 07:30:41,148.0
132,27,2,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,116.0,220.0,Transfer,5.0,2026-02-23 11:41:37,2026-07-09 01:12:34,135.0
132,27,2,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,116.0,220.0,Transfer,5.0,2026-02-23 11:41:37,2026-07-09 01:12:34,135.0
133,35,1,Debra Davidson,820978820,debradavidson@gmail.com,COMPLETED,117.0,150.0,Transfer,4.0,2026-02-01 06:57:46,2026-07-20 21:22:33,169.0
133,35,1,Debra Davidson,820978820,debradavidson@gmail.com,COMPLETED,117.0,150.0,Transfer,4.0,2026-02-01 06:57:46,2026-07-20 21:22:33,169.0
136,37,1,Sherri Baker,739909169,sherribaker@gmail.com,COMPLETED,118.0,150.0,Cash,1.0,2026-02-05 19:33:42,2026-08-06 16:05:43,181.0
136,37,1,Sherri Baker,739909169,sherribaker@gmail.com,COMPLETED,118.0,150.0,Cash,1.0,2026-02-05 19:33:42,2026-08-06 16:05:43,181.0
140,1,1,Allison Hill,830433218,allisonhill@gmail.com,COMPLETED,119.0,150.0,Cash,1.0,2026-03-11 01:28:39,2026-06-27 13:28:40,108.0
140,1,1,Allison Hill,830433218,allisonhill@gmail.com,COMPLETED,119.0,150.0,Cash,1.0,2026-03-11 01:28:39,2026-06-27 13:28:40,108.0
142,26,2,Judy Baker,838347382,judybaker@gmail.com,COMPLETED,120.0,220.0,Card,2.0,2026-03-11 18:00:41,2026-07-15 11:07:06,125.0
142,26,2,Judy Baker,838347382,judybaker@gmail.com,COMPLETED,120.0,220.0,Card,2.0,2026-03-11 18:00:41,2026-07-15 11:07:06,125.0
143,14,1,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,121.0,150.0,Transfer,4.0,2026-01-31 18:58:57,2026-06-22 21:08:11,142.0
143,14,1,Michele Williams,763287101,michelewilliams@gmail.com,COMPLETED,121.0,150.0,Transfer,4.0,2026-01-31 18:58:57,2026-06-22 21:08:11,142.0
144,39,2,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,122.0,220.0,Transfer,2.0,2026-02-19 10:27:15,2026-06-17 22:40:08,118.0
144,39,2,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,122.0,220.0,Transfer,2.0,2026-02-19 10:27:15,2026-06-17 22:40:08,118.0
145,27,1,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,123.0,150.0,Cash,2.0,2026-03-11 17:58:03,2026-07-19 23:39:00,130.0
145,27,1,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,123.0,150.0,Cash,2.0,2026-03-11 17:58:03,2026-07-19 23:39:00,130.0
146,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,57.0,220.0,Card,2.0,2026-03-21 14:01:51,2026-03-23 14:23:57,2.0
146,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,57.0,220.0,Card,2.0,2026-03-21 14:01:51,2026-03-23 14:23:57,2.0
146,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,124.0,220.0,Card,2.0,2026-03-21 14:01:51,2026-07-02 07:14:19,102.0
146,9,2,Gabrielle Davis,725534192,gabrielledavis@gmail.com,COMPLETED,124.0,220.0,Card,2.0,2026-03-21 14:01:51,2026-07-02 07:14:19,102.0
150,42,1,Fred Smith,828412411,fredsmith@gmail.com,COMPLETED,125.0,150.0,Transfer,3.0,2026-02-06 03:27:50,2026-08-11 03:54:55,186.0
150,42,1,Fred Smith,828412411,fredsmith@gmail.com,COMPLETED,125.0,150.0,Transfer,3.0,2026-02-06 03:27:50,2026-08-11 03:54:55,186.0
152,32,2,James Ferrell,797360260,jamesferrell@gmail.com,COMPLETED,59.0,220.0,Transfer,3.0,2026-03-13 22:50:28,2026-03-15 23:12:34,2.0
152,32,2,James Ferrell,797360260,jamesferrell@gmail.com,COMPLETED,59.0,220.0,Transfer,3.0,2026-03-13 22:50:28,2026-03-15 23:12:34,2.0
152,32,2,James Ferrell,797360260,jamesferrell@gmail.com,COMPLETED,126.0,220.0,Transfer,3.0,2026-03-13 22:50:28,2026-08-13 01:24:52,152.0
152,32,2,James Ferrell,797360260,jamesferrell@gmail.com,COMPLETED,126.0,220.0,Transfer,3.0,2026-03-13 22:50:28,2026-08-13 01:24:52,152.0
160,39,3,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,127.0,300.0,Card,2.0,2026-02-20 07:35:14,2026-08-13 03:45:09,173.0
160,39,3,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,127.0,300.0,Card,2.0,2026-02-20 07:35:14,2026-08-13 03:45:09,173.0
166,13,3,Lisa Hensley,738849696,lisahensley@gmail.com,COMPLETED,128.0,300.0,Card,4.0,2026-01-29 18:36:52,2026-07-17 12:42:03,168.0
166,13,3,Lisa Hensley,738849696,lisahensley@gmail.com,COMPLETED,128.0,300.0,Card,4.0,2026-01-29 18:36:52,2026-07-17 12:42:03,168.0
170,28,2,Stephanie Ross,766670106,stephanieross@gmail.com,COMPLETED,129.0,220.0,Transfer,1.0,2026-02-02 16:04:14,2026-07-07 23:55:14,155.0
170,28,2,Stephanie Ross,766670106,stephanieross@gmail.com,COMPLETED,129.0,220.0,Transfer,1.0,2026-02-02 16:04:14,2026-07-07 23:55:14,155.0
179,20,2,Carla Gray,821543039,carlagray@gmail.com,COMPLETED,130.0,220.0,Transfer,4.0,2026-02-11 00:33:11,2026-07-04 18:58:07,143.0
179,20,2,Carla Gray,821543039,carlagray@gmail.com,COMPLETED,130.0,220.0,Transfer,4.0,2026-02-11 00:33:11,2026-07-04 18:58:07,143.0
182,28,1,Stephanie Ross,766670106,stephanieross@gmail.com,COMPLETED,131.0,150.0,Card,5.0,2026-02-20 17:22:44,2026-07-05 00:20:51,134.0
182,28,1,Stephanie Ross,766670106,stephanieross@gmail.com,COMPLETED,131.0,150.0,Card,5.0,2026-02-20 17:22:44,2026-07-05 00:20:51,134.0
184,39,3,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,132.0,300.0,Transfer,3.0,2026-02-26 17:09:37,2026-07-27 13:46:05,150.0
184,39,3,Elizabeth Fowler,747510799,elizabethfowler@gmail.com,COMPLETED,132.0,300.0,Transfer,3.0,2026-02-26 17:09:37,2026-07-27 13:46:05,150.0
194,27,1,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,133.0,150.0,Cash,1.0,2026-03-19 13:53:10,2026-08-01 06:59:28,134.0
194,27,1,Justin Baker,793763116,justinbaker@gmail.com,COMPLETED,133.0,150.0,Cash,1.0,2026-03-19 13:53:10,2026-08-01 06:59:28,134.0
